media,accuracy,precision_macro,recall_macro,f1_macro
Twitter,0.600896860986547,0.6171845390744034,0.6007900822199383,0.601795246463107
site_web,0.7492957746478873,0.7540121882086168,0.7488636363636363,0.7502327032748104
