media,accuracy,precision_macro,recall_macro,f1_macro
Twitter,0.590134529147982,0.6093176375122383,0.5900115621788284,0.5915202311167067
site_web,0.7380281690140845,0.7419223275761264,0.7375631313131313,0.7388988649741479
