eval_loss,eval_accuracy,eval_precision_macro,eval_recall_macro,eval_f1_macro,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
1.140787959098816,0.6469387755102041,0.653252197545391,0.6468335628929001,0.6462596918430141,6.953,211.42,13.232,4.0
