media,accuracy,precision_macro,recall_macro,f1_macro
Twitter,0.5991031390134529,0.6129727067700363,0.5990172147995889,0.5999018047516379
site_web,0.7408450704225352,0.7460378941379772,0.7404040404040404,0.7420381754411547
