media,accuracy,precision_macro,recall_macro,f1_macro
Twitter,0.5955156950672645,0.6120492432823172,0.5954522096608428,0.5971299379229125
site_web,0.7267605633802817,0.7312949889258029,0.7262626262626263,0.7279545402229657
