media,accuracy,precision_macro,recall_macro,f1_macro
Twitter,0.5443262411347518,0.5709503552004006,0.5208682232050164,0.5208160348091946
site_web,0.7287234042553191,0.6701323013958241,0.6634422035888604,0.6505557048843333
